username,pesan,label,label_angka,case_folding,cleaning,hasil_stopwords,tweet_tokens,tweet_stemmer
@JabbarPutu,"JIS itu bukan legacy anies semata, TAPI BUKTI BAHWA JANJI ITU HARUS DILUNASI",netral,0,"jis itu bukan legacy anies semata, tapi bukti bahwa janji itu harus dilunasi",jis itu bukan legacy anies semata tapi bukti bahwa janji itu harus dilunasi,jis legacy anies bukti janji dilunasi,"['jis', 'legacy', 'anies', 'bukti', 'janji', 'dilunasi']","['jis', 'legacy', 'anies', 'bukti', 'janji', 'lunas']"
@userandror,"Gua heran dah, sama pendukung Anies ni, gk mau bgt disenggol. Semisalkan JIS ada kekurangan, ya harus diperbaiki, buat kepentingan bersama juga. Gk usah dikit2 politik gitu. Prestasi Anies emg bangun JIS doang apa??? Yang bikin rame tuh kelompok kalian sebenernya.",negatif,-1,"gua heran dah, sama pendukung anies ni, gk mau bgt disenggol. semisalkan jis ada kekurangan, ya harus diperbaiki, buat kepentingan bersama juga. gk usah dikit2 politik gitu. prestasi anies emg bangun jis doang apa??? yang bikin rame tuh kelompok kalian sebenernya.",gua heran dah sama pendukung anies ni gk mau bgt disenggol semisalkan jis ada kekurangan ya harus diperbaiki buat kepentingan bersama juga gk usah dikit politik gitu prestasi anies emg bangun jis doang apa yang bikin rame tuh kelompok kalian sebenernya,heran pendukung anies disenggol semisalkan jis kekurangan diperbaiki kepentingan dikit politik gitu prestasi anies emg bangun jis rame kelompok sebenernya,"['heran', 'pendukung', 'anies', 'disenggol', 'semisalkan', 'jis', 'kekurangan', 'diperbaiki', 'kepentingan', 'dikit', 'politik', 'gitu', 'prestasi', 'anies', 'emg', 'bangun', 'jis', 'rame', 'kelompok', 'sebenernya']","['heran', 'dukung', 'anies', 'senggol', 'misal', 'jis', 'kurang', 'baik', 'penting', 'dikit', 'politik', 'gitu', 'prestasi', 'anies', 'emg', 'bangun', 'jis', 'rame', 'kelompok', 'sebenernya']"
@wonteod,Anies peduli dan toleransi antar umat beragama,positif,1,anies peduli dan toleransi antar umat beragama,anies peduli dan toleransi antar umat beragama,anies peduli toleransi umat beragama,"['anies', 'peduli', 'toleransi', 'umat', 'beragama']","['anies', 'peduli', 'toleransi', 'umat', 'agama']"
@sintaaeeyy,Pak Anies sukses memperbaiki transportasi yg ada di Jakarta,positif,1,pak anies sukses memperbaiki transportasi yg ada di jakarta,pak anies sukses memperbaiki transportasi yg ada di jakarta,anies sukses memperbaiki transportasi jakarta,"['anies', 'sukses', 'memperbaiki', 'transportasi', 'jakarta']","['anies', 'sukses', 'baik', 'transportasi', 'jakarta']"
@rosi_suharto,"Padahal udah dibangga2in 
@AndiSinulingga
 @AnggaPutraF
 dan botak ancol, ternyata..... bikin malu aja perilaku penjilat anies ini",negatif,-1,"padahal udah dibangga2in 
@andisinulingga
 @anggaputraf
 dan botak ancol, ternyata..... bikin malu aja perilaku penjilat anies ini",padahal udah dibanggain dan botak ancol ternyata bikin malu aja perilaku penjilat anies ini,dibanggain botak ancol malu perilaku anies,"['dibanggain', 'botak', 'ancol', 'malu', 'perilaku', 'anies']","['dibanggain', 'botak', 'ancol', 'malu', 'perilaku', 'anies']"
@scraspe,Anies sukses mengelola digitalisasi pelayanan publik melalui JAKI,positif,1,anies sukses mengelola digitalisasi pelayanan publik melalui jaki,anies sukses mengelola digitalisasi pelayanan publik melalui jaki,anies sukses mengelola digitalisasi pelayanan publik jaki,"['anies', 'sukses', 'mengelola', 'digitalisasi', 'pelayanan', 'publik', 'jaki']","['anies', 'sukses', 'kelola', 'digitalisasi', 'layan', 'publik', 'jaki']"
@Dennysiregar7,"Dapet kabar, Anies mau dipasang2kan sama beberapa tokoh moderat utk menghapus jejak hitam politik identitasnya..

Tapi gada yang mau ",negatif,-1,"dapet kabar, anies mau dipasang2kan sama beberapa tokoh moderat utk menghapus jejak hitam politik identitasnya..

tapi gada yang mau ",dapet kabar anies mau dipasangkan sama beberapa tokoh moderat utk menghapus jejak hitam politik identitasnya tapi gada yang mau,dapet kabar anies dipasangkan tokoh moderat menghapus jejak hitam politik identitasnya gada,"['dapet', 'kabar', 'anies', 'dipasangkan', 'tokoh', 'moderat', 'menghapus', 'jejak', 'hitam', 'politik', 'identitasnya', 'gada']","['dapet', 'kabar', 'anies', 'pasang', 'tokoh', 'moderat', 'hapus', 'jejak', 'hitam', 'politik', 'identitas', 'gada']"
@carboxcarbo,Pak Anies ahli dalam memberikan memotivasi,positif,1,pak anies ahli dalam memberikan memotivasi,pak anies ahli dalam memberikan memotivasi,anies ahli memotivasi,"['anies', 'ahli', 'memotivasi']","['anies', 'ahli', 'motivasi']"
@YellyYellow5,Pak Anies sukses dalam menjalankan tugasnya sebagai Gubernur DKI Jakarta.,positif,1,pak anies sukses dalam menjalankan tugasnya sebagai gubernur dki jakarta.,pak anies sukses dalam menjalankan tugasnya sebagai gubernur dki jakarta,anies sukses menjalankan tugasnya gubernur dki jakarta,"['anies', 'sukses', 'menjalankan', 'tugasnya', 'gubernur', 'dki', 'jakarta']","['anies', 'sukses', 'jalan', 'tugas', 'gubernur', 'dki', 'jakarta']"
@tutura2003yaho1,"Santei uda....
Aku org jateng ajah pilih anies koq",positif,1,"santei uda....
aku org jateng ajah pilih anies koq",santei uda aku org jateng ajah pilih anies koq,santei uda org jateng pilih anies koq,"['santei', 'uda', 'org', 'jateng', 'pilih', 'anies', 'koq']","['santei', 'uda', 'org', 'jateng', 'pilih', 'anies', 'koq']"
@NobowoNonowo,"Katanya Anies itu pecatan.
Katanya Anies itu pengangguran.

Kok pada kelojotan dan menyerbu Anies dgn segala kekuatan?

Hayoooo kenapaaaaa ",negatif,-1,"katanya anies itu pecatan.
katanya anies itu pengangguran.

kok pada kelojotan dan menyerbu anies dgn segala kekuatan?

hayoooo kenapaaaaa ",katanya anies itu pecatan katanya anies itu pengangguran kok pada kelojotan dan menyerbu anies dgn segala kekuatan hayoooo kenapaaaaa,anies pecatan anies pengangguran kelojotan menyerbu anies kekuatan hayoooo kenapaaaaa,"['anies', 'pecatan', 'anies', 'pengangguran', 'kelojotan', 'menyerbu', 'anies', 'kekuatan', 'hayoooo', 'kenapaaaaa']","['anies', 'pecat', 'anies', 'anggur', 'kelojot', 'serbu', 'anies', 'kuat', 'hayoooo', 'kenapaaaaa']"
@HelmiFelis_,"Kalau ingin Indonesia seperti Prancis pilih CaPres yang diusung oleh Partai yang rasis seperti, you know kan? 

Kalo mau Indonesia seperti Ukraina pilih CaPres yang suka perang

Kalo ingin Indonesia berubah drastis seperti Qatar (mewah) tau kan? Anies Baswedan 

.",positif,1,"kalau ingin indonesia seperti prancis pilih capres yang diusung oleh partai yang rasis seperti, you know kan? 

kalo mau indonesia seperti ukraina pilih capres yang suka perang

kalo ingin indonesia berubah drastis seperti qatar (mewah) tau kan? anies baswedan 

.",kalau ingin indonesia seperti prancis pilih capres yang diusung oleh partai yang rasis seperti you know kan kalo mau indonesia seperti ukraina pilih capres yang suka perang kalo ingin indonesia berubah drastis seperti qatar mewah tau kan anies baswedan,indonesia prancis pilih capres diusung partai rasis you know indonesia ukraina pilih capres suka perang indonesia berubah drastis qatar mewah anies baswedan,"['indonesia', 'prancis', 'pilih', 'capres', 'diusung', 'partai', 'rasis', 'you', 'know', 'indonesia', 'ukraina', 'pilih', 'capres', 'suka', 'perang', 'indonesia', 'berubah', 'drastis', 'qatar', 'mewah', 'anies', 'baswedan']","['indonesia', 'prancis', 'pilih', 'capres', 'usung', 'partai', 'ras', 'you', 'know', 'indonesia', 'ukraina', 'pilih', 'capres', 'suka', 'perang', 'indonesia', 'ubah', 'drastis', 'qatar', 'mewah', 'anies', 'baswedan']"
@sintaaeeyy,Pak Anies sukses memperbaiki transportasi yg ada di Jakarta,positif,1,pak anies sukses memperbaiki transportasi yg ada di jakarta,pak anies sukses memperbaiki transportasi yg ada di jakarta,anies sukses memperbaiki transportasi jakarta,"['anies', 'sukses', 'memperbaiki', 'transportasi', 'jakarta']","['anies', 'sukses', 'baik', 'transportasi', 'jakarta']"
@wonteod,Anies peduli dan toleransi antar umat beragama,positif,1,anies peduli dan toleransi antar umat beragama,anies peduli dan toleransi antar umat beragama,anies peduli toleransi umat beragama,"['anies', 'peduli', 'toleransi', 'umat', 'beragama']","['anies', 'peduli', 'toleransi', 'umat', 'agama']"
@Kanseulir,"Kelen Mau Indonesia Seperti Apa? 
Jakarta? Pilih Anies! - Retweet
Jateng? Pilih Ganjar! - Like",positif,1,"kelen mau indonesia seperti apa? 
jakarta? pilih anies! - retweet
jateng? pilih ganjar! - like",kelen mau indonesia seperti apa jakarta pilih anies retweet jateng pilih ganjar like,kelen indonesia jakarta pilih anies retweet jateng pilih ganjar like,"['kelen', 'indonesia', 'jakarta', 'pilih', 'anies', 'retweet', 'jateng', 'pilih', 'ganjar', 'like']","['kelen', 'indonesia', 'jakarta', 'pilih', 'anies', 'retweet', 'jateng', 'pilih', 'ganjar', 'like']"
,Anies sukses meningkatkan kualitas pendidikan di Indonesia,positif,1,anies sukses meningkatkan kualitas pendidikan di indonesia,anies sukses meningkatkan kualitas pendidikan di indonesia,anies sukses meningkatkan kualitas pendidikan indonesia,"['anies', 'sukses', 'meningkatkan', 'kualitas', 'pendidikan', 'indonesia']","['anies', 'sukses', 'tingkat', 'kualitas', 'didik', 'indonesia']"
@im_haseje,Pak Anies peduli dengan kenyamanan umat beragama dalam beribadah,positif,1,pak anies peduli dengan kenyamanan umat beragama dalam beribadah,pak anies peduli dengan kenyamanan umat beragama dalam beribadah,anies peduli kenyamanan umat beragama beribadah,"['anies', 'peduli', 'kenyamanan', 'umat', 'beragama', 'beribadah']","['anies', 'peduli', 'nyaman', 'umat', 'agama', 'ibadah']"
@HelmiFelis_,"Melihat ekstensifnya relawan Anies Baswedan tidak mungkin Anies dikalahkan lewat pemilu Jurdil

Tentu akan banyak ketidak adilan, negatif campaigne, penggelembungan suara jika Anies Baswesan kalah di Pilpres nanti

.",negatif,-1,"melihat ekstensifnya relawan anies baswedan tidak mungkin anies dikalahkan lewat pemilu jurdil

tentu akan banyak ketidak adilan, negatif campaigne, penggelembungan suara jika anies baswesan kalah di pilpres nanti

.",melihat ekstensifnya relawan anies baswedan tidak mungkin anies dikalahkan lewat pemilu jurdil tentu akan banyak ketidak adilan negatif campaigne penggelembungan suara jika anies baswesan kalah di pilpres nanti,ekstensifnya relawan anies baswedan anies dikalahkan pemilu jurdil ketidak adilan negatif campaigne penggelembungan suara anies baswesan kalah pilpres,"['ekstensifnya', 'relawan', 'anies', 'baswedan', 'anies', 'dikalahkan', 'pemilu', 'jurdil', 'ketidak', 'adilan', 'negatif', 'campaigne', 'penggelembungan', 'suara', 'anies', 'baswesan', 'kalah', 'pilpres']","['ekstensif', 'rawan', 'anies', 'baswedan', 'anies', 'kalah', 'milu', 'jurdil', 'tidak', 'adil', 'negatif', 'campaigne', 'gelembung', 'suara', 'anies', 'baswesan', 'kalah', 'pilpres']"
@qhanniw,"Pak Anies sukses menjadi pemimpin Jakarta terbaik, tetapi tidak pernah sombong",negatif,-1,"pak anies sukses menjadi pemimpin jakarta terbaik, tetapi tidak pernah sombong",pak anies sukses menjadi pemimpin jakarta terbaik tetapi tidak pernah sombong,anies sukses pemimpin jakarta terbaik sombong,"['anies', 'sukses', 'pemimpin', 'jakarta', 'terbaik', 'sombong']","['anies', 'sukses', 'pimpin', 'jakarta', 'baik', 'sombong']"
@Dennysiregar7,"Ibarat saham, Anies itu saham gocapan. Susah naiknya kecuali digoreng bandar...",negatif,-1,"ibarat saham, anies itu saham gocapan. susah naiknya kecuali digoreng bandar...",ibarat saham anies itu saham gocapan susah naiknya kecuali digoreng bandar,saham anies saham gocapan susah naiknya kecuali digoreng bandar,"['saham', 'anies', 'saham', 'gocapan', 'susah', 'naiknya', 'kecuali', 'digoreng', 'bandar']","['saham', 'anies', 'saham', 'gocap', 'susah', 'naik', 'kecuali', 'goreng', 'bandar']"
@xjrun,Pak Anies peduli dengan toleransi umat beragama,positif,1,pak anies peduli dengan toleransi umat beragama,pak anies peduli dengan toleransi umat beragama,anies peduli toleransi umat beragama,"['anies', 'peduli', 'toleransi', 'umat', 'beragama']","['anies', 'peduli', 'toleransi', 'umat', 'agama']"
@bantdip,"Lu pada tolol yang dukung anies,prabowo,ganjar,jokowi dan partai partai sampe segitunya. Mereka aja dateng ke lu pada pas mau pemilu doang, mereka aja gaakan peduli lu mau mati kesengat lebah kek atau apalah. Lupada di sosmed saling hina, saling menjatuhkan",netral,0,"lu pada tolol yang dukung anies,prabowo,ganjar,jokowi dan partai partai sampe segitunya. mereka aja dateng ke lu pada pas mau pemilu doang, mereka aja gaakan peduli lu mau mati kesengat lebah kek atau apalah. lupada di sosmed saling hina, saling menjatuhkan",lu pada tolol yang dukung aniesprabowoganjarjokowi dan partai partai sampe segitunya mereka aja dateng ke lu pada pas mau pemilu doang mereka aja gaakan peduli lu mau mati kesengat lebah kek atau apalah lupada di sosmed saling hina saling menjatuhkan,tolol dukung aniesprabowoganjarjokowi partai partai segitunya dateng pas pemilu gaakan peduli mati kesengat lebah apalah lupada sosmed hina menjatuhkan,"['tolol', 'dukung', 'aniesprabowoganjarjokowi', 'partai', 'partai', 'segitunya', 'dateng', 'pas', 'pemilu', 'gaakan', 'peduli', 'mati', 'kesengat', 'lebah', 'apalah', 'lupada', 'sosmed', 'hina', 'menjatuhkan']","['tolol', 'dukung', 'aniesprabowoganjarjokowi', 'partai', 'partai', 'segitunya', 'dateng', 'pas', 'milu', 'gaakan', 'peduli', 'mati', 'sengat', 'lebah', 'apa', 'lupada', 'sosmed', 'hina', 'jatuh']"
@neckleot,Pak Anies peduli dengan kondisi sosial masyarakat Jakarta,positif,1,pak anies peduli dengan kondisi sosial masyarakat jakarta,pak anies peduli dengan kondisi sosial masyarakat jakarta,anies peduli kondisi sosial masyarakat jakarta,"['anies', 'peduli', 'kondisi', 'sosial', 'masyarakat', 'jakarta']","['anies', 'peduli', 'kondisi', 'sosial', 'masyarakat', 'jakarta']"
@neckleot,Anies tekun menanam kebaikan di mana pun berada,positif,1,anies tekun menanam kebaikan di mana pun berada,anies tekun menanam kebaikan di mana pun berada,anies tekun menanam kebaikan,"['anies', 'tekun', 'menanam', 'kebaikan']","['anies', 'tekun', 'tanam', 'baik']"
@DokterTifa,"Ketika mas 
@aniesbaswedan
 Dalam kampanye Pilkada DKI Jakarta waktu itu, dengan yakin dan bersemangat akan bikin program Rumah DP 0%, kening saya berkerut dan dalam hati saya membatin:

Ah mana mungkin. Ngacok aja nih Anies.

But, a long the way, beberapa bulan ini saya sedang… Show more",positif,1,"ketika mas 
@aniesbaswedan
 dalam kampanye pilkada dki jakarta waktu itu, dengan yakin dan bersemangat akan bikin program rumah dp 0%, kening saya berkerut dan dalam hati saya membatin:

ah mana mungkin. ngacok aja nih anies.

but, a long the way, beberapa bulan ini saya sedang… show more",ketika mas dalam kampanye pilkada dki jakarta waktu itu dengan yakin dan bersemangat akan bikin program rumah dp kening saya berkerut dan dalam hati saya membatin ah mana mungkin ngacok aja nih anies but  long the way beberapa bulan ini saya sedang show more,mas kampanye pilkada dki jakarta bersemangat program rumah dp kening berkerut hati membatin ah ngacok anies but long the way show more,"['mas', 'kampanye', 'pilkada', 'dki', 'jakarta', 'bersemangat', 'program', 'rumah', 'dp', 'kening', 'berkerut', 'hati', 'membatin', 'ah', 'ngacok', 'anies', 'but', 'long', 'the', 'way', 'show', 'more']","['mas', 'kampanye', 'pilkada', 'dki', 'jakarta', 'semangat', 'program', 'rumah', 'dp', 'kening', 'kerut', 'hati', 'batin', 'ah', 'ngacok', 'anies', 'but', 'long', 'the', 'way', 'show', 'more']"
@OFFICIALGODIR,"Betul, kenapa tim 8 Anies tidak coba  memohon keaediaannya pak Ahok jadi Wapresnya ya. Politik itu kan dinamis, hari ini kawan besok besok jadi lawan sayangnya AHOK sdh bersumpah bahwa  "" siapa yg mendzolomi dirinya akan dipermalukan satu persatu dan Anies salah satunya ",negatif,-1,"betul, kenapa tim 8 anies tidak coba  memohon keaediaannya pak ahok jadi wapresnya ya. politik itu kan dinamis, hari ini kawan besok besok jadi lawan sayangnya ahok sdh bersumpah bahwa  "" siapa yg mendzolomi dirinya akan dipermalukan satu persatu dan anies salah satunya ",betul kenapa tim anies tidak coba memohon keaediaannya pak ahok jadi wapresnya ya politik itu kan dinamis hari ini kawan besok besok jadi lawan sayangnya ahok sdh bersumpah bahwa siapa yg mendzolomi dirinya akan dipermalukan satu persatu dan anies salah satunya,tim anies coba memohon keaediaannya ahok wapresnya politik dinamis kawan lawan sayangnya ahok bersumpah mendzolomi dipermalukan persatu anies salah satunya,"['tim', 'anies', 'coba', 'memohon', 'keaediaannya', 'ahok', 'wapresnya', 'politik', 'dinamis', 'kawan', 'lawan', 'sayangnya', 'ahok', 'bersumpah', 'mendzolomi', 'dipermalukan', 'persatu', 'anies', 'salah', 'satunya']","['tim', 'anies', 'coba', 'mohon', 'keaediaannya', 'ahok', 'wapresnya', 'politik', 'dinamis', 'kawan', 'lawan', 'sayang', 'ahok', 'sumpah', 'mendzolomi', 'malu', 'satu', 'anies', 'salah', 'satu']"
@as16067013,"JIS digaungkan Fauzi Bowo 2008 namun tidak terlaksana, 
2014 Jokowi gaungkan juga tidak terlaksana.
2017 Djarot letakan batu pertama setelah itu ditinggal, dikiranya stadion bisa tumbuh sendiri seperti pohon.
2019 Anies Baswedan merealisasikan pembangunan stadion hingga selesai.",negatif,-1,"jis digaungkan fauzi bowo 2008 namun tidak terlaksana, 
2014 jokowi gaungkan juga tidak terlaksana.
2017 djarot letakan batu pertama setelah itu ditinggal, dikiranya stadion bisa tumbuh sendiri seperti pohon.
2019 anies baswedan merealisasikan pembangunan stadion hingga selesai.",jis digaungkan fauzi bowo namun tidak terlaksana jokowi gaungkan juga tidak terlaksana djarot letakan batu pertama setelah itu ditinggal dikiranya stadion bisa tumbuh sendiri seperti pohon anies baswedan merealisasikan pembangunan stadion hingga selesai,jis digaungkan fauzi bowo terlaksana jokowi gaungkan terlaksana djarot letakan batu ditinggal dikiranya stadion tumbuh pohon anies baswedan merealisasikan pembangunan stadion selesai,"['jis', 'digaungkan', 'fauzi', 'bowo', 'terlaksana', 'jokowi', 'gaungkan', 'terlaksana', 'djarot', 'letakan', 'batu', 'ditinggal', 'dikiranya', 'stadion', 'tumbuh', 'pohon', 'anies', 'baswedan', 'merealisasikan', 'pembangunan', 'stadion', 'selesai']","['jis', 'gaung', 'fauzi', 'bowo', 'laksana', 'jokowi', 'gaung', 'laksana', 'djarot', 'leta', 'batu', 'tinggal', 'kira', 'stadion', 'tumbuh', 'pohon', 'anies', 'baswedan', 'realisasi', 'bangun', 'stadion', 'selesai']"
@bachrum_achmadi,"Dulu saat bangun sirkuit FE para buzzeRp bangke & grombolan ebong dongok tiap hr hujat Anies.

Bgitu FE digelar, lain lg hujatannya, mrk ejek balapan Tamialah, balapan tdk terkenallah, bla bla bla. Nyatanya FE 2023 sukses digelar & Menpar hadir di Podium.

Sakit jiwa klen! ",negatif,-1,"dulu saat bangun sirkuit fe para buzzerp bangke & grombolan ebong dongok tiap hr hujat anies.

bgitu fe digelar, lain lg hujatannya, mrk ejek balapan tamialah, balapan tdk terkenallah, bla bla bla. nyatanya fe 2023 sukses digelar & menpar hadir di podium.

sakit jiwa klen! ",dulu saat bangun sirkuit fe para buzzerp bangke grombolan ebong dongok tiap hr hujat anies bgitu fe digelar lain lg hujatannya mrk ejek balapan tamialah balapan tdk terkenallah bla bla bla nyatanya fe sukses digelar menpar hadir di podium sakit jiwa klen,bangun sirkuit fe buzzerp bangke grombolan ebong dongok hr hujat anies bgitu fe digelar hujatannya mrk ejek balapan tamialah balapan terkenallah bla bla bla fe sukses digelar menpar hadir podium sakit jiwa klen,"['bangun', 'sirkuit', 'fe', 'buzzerp', 'bangke', 'grombolan', 'ebong', 'dongok', 'hr', 'hujat', 'anies', 'bgitu', 'fe', 'digelar', 'hujatannya', 'mrk', 'ejek', 'balapan', 'tamialah', 'balapan', 'terkenallah', 'bla', 'bla', 'bla', 'fe', 'sukses', 'digelar', 'menpar', 'hadir', 'podium', 'sakit', 'jiwa', 'klen']","['bangun', 'sirkuit', 'fe', 'buzzerp', 'bangke', 'grombolan', 'ebong', 'dongok', 'hr', 'hujat', 'anies', 'bgitu', 'fe', 'gelar', 'hujat', 'mrk', 'ejek', 'balap', 'tamialah', 'balap', 'kenal', 'bla', 'bla', 'bla', 'fe', 'sukses', 'gelar', 'menpar', 'hadir', 'podium', 'sakit', 'jiwa', 'klen']"
@zabilaaaa,Program MRT Anies sukses membantu rakyat banget loh,positif,1,program mrt anies sukses membantu rakyat banget loh,program mrt anies sukses membantu rakyat banget loh,program mrt anies sukses membantu rakyat,"['program', 'mrt', 'anies', 'sukses', 'membantu', 'rakyat']","['program', 'mrt', 'anies', 'sukses', 'bantu', 'rakyat']"
@coozixl,Pak Anies peduli dengan pendidikan anak anak di Indonesia,positif,1,pak anies peduli dengan pendidikan anak anak di indonesia,pak anies peduli dengan pendidikan anak anak di indonesia,anies peduli pendidikan anak anak indonesia,"['anies', 'peduli', 'pendidikan', 'anak', 'anak', 'indonesia']","['anies', 'peduli', 'didik', 'anak', 'anak', 'indonesia']"
@chxores,Pak Anies peduli pada pemberdayaan perempuan,positif,1,pak anies peduli pada pemberdayaan perempuan,pak anies peduli pada pemberdayaan perempuan,anies peduli pemberdayaan perempuan,"['anies', 'peduli', 'pemberdayaan', 'perempuan']","['anies', 'peduli', 'daya', 'perempuan']"
@TlHamid,Anies itu paket kumpli pak..jago pidato juga jago kerja hanya orang yg buta hatinya saja yg tdk bisa melihat kemampuan Anies,positif,1,anies itu paket kumpli pak..jago pidato juga jago kerja hanya orang yg buta hatinya saja yg tdk bisa melihat kemampuan anies,anies itu paket kumpli pakjago pidato juga jago kerja hanya orang yg buta hatinya saja yg tdk bisa melihat kemampuan anies,anies paket kumpli pakjago pidato jago kerja orang buta hatinya kemampuan anies,"['anies', 'paket', 'kumpli', 'pakjago', 'pidato', 'jago', 'kerja', 'orang', 'buta', 'hatinya', 'kemampuan', 'anies']","['anies', 'paket', 'kumpli', 'pakjago', 'pidato', 'jago', 'kerja', 'orang', 'buta', 'hati', 'mampu', 'anies']"
@jaa63300,Pak Anies peka dan jadi sosok pemimpin yang dekat dengan rakyat.,netral,0,pak anies peka dan jadi sosok pemimpin yang dekat dengan rakyat.,pak anies peka dan jadi sosok pemimpin yang dekat dengan rakyat,anies peka sosok pemimpin rakyat,"['anies', 'peka', 'sosok', 'pemimpin', 'rakyat']","['anies', 'peka', 'sosok', 'pimpin', 'rakyat']"
@alfianrahmat4,"Gatot gak nambah suara Anies Pak. Pemilihnya udah sama. Anies harus cari orang Jatim. Khofifah kyknya takut boroknya dibuka rezim. Kabur dia. AHY, cuma Nasdem enggak mau.",negatif,-1,"gatot gak nambah suara anies pak. pemilihnya udah sama. anies harus cari orang jatim. khofifah kyknya takut boroknya dibuka rezim. kabur dia. ahy, cuma nasdem enggak mau.",gatot gak nambah suara anies pak pemilihnya udah sama anies harus cari orang jatim khofifah kyknya takut boroknya dibuka rezim kabur dia ahy cuma nasdem enggak mau,gatot nambah suara anies pemilihnya anies cari orang jatim khofifah kyknya takut boroknya dibuka kabur ahy nasdem,"['gatot', 'nambah', 'suara', 'anies', 'pemilihnya', 'anies', 'cari', 'orang', 'jatim', 'khofifah', 'kyknya', 'takut', 'boroknya', 'dibuka', 'kabur', 'ahy', 'nasdem']","['gatot', 'nambah', 'suara', 'anies', 'pilih', 'anies', 'cari', 'orang', 'jatim', 'khofifah', 'kyknya', 'takut', 'borok', 'buka', 'kabur', 'ahy', 'nasdem']"
@neckleot,Pak Anies peduli dengan kondisi sosial masyarakat Jakarta,positif,1,pak anies peduli dengan kondisi sosial masyarakat jakarta,pak anies peduli dengan kondisi sosial masyarakat jakarta,anies peduli kondisi sosial masyarakat jakarta,"['anies', 'peduli', 'kondisi', 'sosial', 'masyarakat', 'jakarta']","['anies', 'peduli', 'kondisi', 'sosial', 'masyarakat', 'jakarta']"
@changamar3,"Yakin aja sama kekuasa'an Alloh swt..
Karna alloh swt kuasa akan segalanya
Dan akhirnya kebenaran akan mencari jalan nya sendiri..HASBUNAULLOH WANI'MAL WAKIL NI'MAL MAULA WA'MAN NASHIIR..
Semoga pak anies sehat sllu dan senantiasa dalam perlindungan alloh swt..aamiin",positif,1,"yakin aja sama kekuasa'an alloh swt..
karna alloh swt kuasa akan segalanya
dan akhirnya kebenaran akan mencari jalan nya sendiri..hasbunaulloh wani'mal wakil ni'mal maula wa'man nashiir..
semoga pak anies sehat sllu dan senantiasa dalam perlindungan alloh swt..aamiin",yakin aja sama kekuasaan alloh swt karna alloh swt kuasa akan segalanya dan akhirnya kebenaran akan mencari jalan nya sendirihasbunaulloh wanimal wakil nimal maula waman nashiir semoga pak anies sehat sllu dan senantiasa dalam perlindungan alloh swtaamiin,kekuasaan alloh swt karna alloh swt kuasa kebenaran mencari jalan sendirihasbunaulloh wanimal wakil nimal maula waman nashiir semoga anies sehat sllu senantiasa perlindungan alloh swtaamiin,"['kekuasaan', 'alloh', 'swt', 'karna', 'alloh', 'swt', 'kuasa', 'kebenaran', 'mencari', 'jalan', 'sendirihasbunaulloh', 'wanimal', 'wakil', 'nimal', 'maula', 'waman', 'nashiir', 'semoga', 'anies', 'sehat', 'sllu', 'senantiasa', 'perlindungan', 'alloh', 'swtaamiin']","['kuasa', 'alloh', 'swt', 'karna', 'alloh', 'swt', 'kuasa', 'benar', 'cari', 'jalan', 'sendirihasbunaulloh', 'wanimal', 'wakil', 'nimal', 'maula', 'waman', 'nashiir', 'moga', 'anies', 'sehat', 'sllu', 'senantiasa', 'lindung', 'alloh', 'swtaamiin']"
,Anies peka akan kondisi pendidikan di Indonesia,positif,1,anies peka akan kondisi pendidikan di indonesia,anies peka akan kondisi pendidikan di indonesia,anies peka kondisi pendidikan indonesia,"['anies', 'peka', 'kondisi', 'pendidikan', 'indonesia']","['anies', 'peka', 'kondisi', 'didik', 'indonesia']"
,"Semakin semangat nih utk menangin Anies thn depan, supaya  keluarga bajingan idola nya cebong itu dimasukin bui",positif,1,"semakin semangat nih utk menangin anies thn depan, supaya  keluarga bajingan idola nya cebong itu dimasukin bui",semakin semangat nih utk menangin anies thn depan supaya keluarga bajingan idola nya cebong itu dimasukin bui,semangat menangin anies thn keluarga bajingan idola cebong dimasukin bui,"['semangat', 'menangin', 'anies', 'thn', 'keluarga', 'bajingan', 'idola', 'cebong', 'dimasukin', 'bui']","['semangat', 'menangin', 'anies', 'thn', 'keluarga', 'bajing', 'idola', 'cebong', 'dimasukin', 'bui']"
@saiank_adek,Pak Anies sukses menggelar Formula E pertama di Indonesia,positif,1,pak anies sukses menggelar formula e pertama di indonesia,pak anies sukses menggelar formula  pertama di indonesia,anies sukses menggelar formula indonesia,"['anies', 'sukses', 'menggelar', 'formula', 'indonesia']","['anies', 'sukses', 'gelar', 'formula', 'indonesia']"
